,movie_title,nominee,category,year_released,year_awarded,win
4701,Seinfeld,Jason Alexander,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1993,1994,False
4702,NYPD Blue,Dennis Franz,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1993,1994,False
4703,Frasier,John Mahoney,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1993,1994,False
4704,Barbarians at the Gate,Jonathan Pryce,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1993,1994,False
4705,,Robert Redford,Cecil B. deMille Award,1993,1994,False
4706,,Forrest Gump,Best Motion Picture - Drama,1994,1995,True
4707,,Legends of the Fall,Best Motion Picture - Drama,1994,1995,False
4708,,Nell,Best Motion Picture - Drama,1994,1995,False
4709,,Pulp Fiction,Best Motion Picture - Drama,1994,1995,False
4710,,Quiz Show,Best Motion Picture - Drama,1994,1995,False
4711,,The Lion King,Best Motion Picture - Musical or Comedy,1994,1995,True
4712,,"Adventures of Priscilla, Queen of the Desert, The",Best Motion Picture - Musical or Comedy,1994,1995,False
4713,,Ed Wood,Best Motion Picture - Musical or Comedy,1994,1995,False
4714,,Four Weddings and a Funeral,Best Motion Picture - Musical or Comedy,1994,1995,False
4715,,Ready to Wear,Best Motion Picture - Musical or Comedy,1994,1995,False
4716,Blue Sky,Jessica Lange,Best Performance by an Actress in a Motion Picture - Drama,1994,1995,True
4717,"River Wild, The",Meryl Streep,Best Performance by an Actress in a Motion Picture - Drama,1994,1995,False
4718,Nell,Jodie Foster,Best Performance by an Actress in a Motion Picture - Drama,1994,1995,False
4719,Mrs. Parker and The Vicious Circle,Jennifer Jason Leigh,Best Performance by an Actress in a Motion Picture - Drama,1994,1995,False
4720,Tom & Viv,Miranda Richardson,Best Performance by an Actress in a Motion Picture - Drama,1994,1995,False
4721,Forrest Gump,Tom Hanks,Best Performance by an Actor in a Motion Picture - Drama,1994,1995,True
4722,"Shawshank Redemption, The",Morgan Freeman,Best Performance by an Actor in a Motion Picture - Drama,1994,1995,False
4723,Nobody's Fool,Paul Newman,Best Performance by an Actor in a Motion Picture - Drama,1994,1995,False
4724,Legends of the Fall,Brad Pitt,Best Performance by an Actor in a Motion Picture - Drama,1994,1995,False
4725,Pulp Fiction,John Travolta,Best Performance by an Actor in a Motion Picture - Drama,1994,1995,False
4726,True Lies,Jamie Lee Curtis,Best Performance by an Actress in a Motion Picture - Musical or Comedy,1994,1995,True
4727,Speechless,Geena Davis,Best Performance by an Actress in a Motion Picture - Musical or Comedy,1994,1995,False
4728,Four Weddings and a Funeral,Andie MacDowell,Best Performance by an Actress in a Motion Picture - Musical or Comedy,1994,1995,False
4729,Guarding Tess,Shirley MacLaine,Best Performance by an Actress in a Motion Picture - Musical or Comedy,1994,1995,False
4730,Junior,Emma Thompson,Best Performance by an Actress in a Motion Picture - Musical or Comedy,1994,1995,False
4731,Four Weddings and a Funeral,Hugh Grant,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1994,1995,True
4732,"Adventures of Priscilla, Queen of the Desert, The",Terence Stamp,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1994,1995,False
4733,"Mask, The",Jim Carrey,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1994,1995,False
4734,Ed Wood,Johnny Depp,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1994,1995,False
4735,Junior,Arnold Schwarzenegger,Best Performance by an Actor in a Motion Picture - Musical or Comedy,1994,1995,False
4736,Bullets Over Broadway,Dianne Wiest,Best Performance by an Actress in a Supporting Role in any Motion Picture,1994,1995,True
4737,Interview with the Vampire (The Vampire Chronicles),Kirsten Dunst,Best Performance by an Actress in a Supporting Role in any Motion Picture,1994,1995,False
4738,Ready to Wear,Sophia Loren,Best Performance by an Actress in a Supporting Role in any Motion Picture,1994,1995,False
4739,Pulp Fiction,Uma Thurman,Best Performance by an Actress in a Supporting Role in any Motion Picture,1994,1995,False
4740,Forrest Gump,Robin Wright,Best Performance by an Actress in a Supporting Role in any Motion Picture,1994,1995,False
4741,Ed Wood,Martin Landau,Best Performance by an Actor in a Supporting Role in any Motion Picture,1994,1995,True
4742,"River Wild, The",Kevin Bacon,Best Performance by an Actor in a Supporting Role in any Motion Picture,1994,1995,False
4743,Pulp Fiction,Samuel L. Jackson,Best Performance by an Actor in a Supporting Role in any Motion Picture,1994,1995,False
4744,Forrest Gump,Gary Sinise,Best Performance by an Actor in a Supporting Role in any Motion Picture,1994,1995,False
4745,Quiz Show,John Turturro,Best Performance by an Actor in a Supporting Role in any Motion Picture,1994,1995,False
4746,Forrest Gump,Robert Zemeckis,Best Director - Motion Picture,1994,1995,True
4747,Legends of the Fall,Edward Zwick,Best Director - Motion Picture,1994,1995,False
4748,Quiz Show,Robert Redford,Best Director - Motion Picture,1994,1995,False
4749,Natural Born Killers,Oliver Stone,Best Director - Motion Picture,1994,1995,False
4750,Pulp Fiction,Quentin Tarantino,Best Director - Motion Picture,1994,1995,False
4751,Pulp Fiction,Quentin Tarantino,Best Screenplay - Motion Picture,1994,1995,True
4752,"Shawshank Redemption, The",Frank Darabont,Best Screenplay - Motion Picture,1994,1995,False
4753,Forrest Gump,Eric Roth,Best Screenplay - Motion Picture,1994,1995,False
4754,Four Weddings and a Funeral,Richard Curtis,Best Screenplay - Motion Picture,1994,1995,False
4755,Quiz Show,Paul Attanasio,Best Screenplay - Motion Picture,1994,1995,False
4756,"Belgium, Gérard Corbiau",Farinelli: Il Castrato,Best Motion Picture - Foreign Language,1994,1995,True
4757,"Taiwan, Ang Lee",Eat Drink Man Woman,Best Motion Picture - Foreign Language,1994,1995,False
4758,"France, Patrice Chéreau",Queen Margot,Best Motion Picture - Foreign Language,1994,1995,False
4759,"Switzerland, Krzysztof Kieslowski",Three Colors: Red,Best Motion Picture - Foreign Language,1994,1995,False
4760,"Hong Kong, Zhang Yimou",To Live,Best Motion Picture - Foreign Language,1994,1995,False
4761,The Lion King,Hans Zimmer,Best Original Score - Motion Picture,1994,1995,True
4762,Forrest Gump,Alan Silvestri,Best Original Score - Motion Picture,1994,1995,False
4763,Interview with the Vampire (The Vampire Chronicles),Elliot Goldenthal,Best Original Score - Motion Picture,1994,1995,False
4764,Legends of the Fall,James Horner,Best Original Score - Motion Picture,1994,1995,False
4765,Nell,Mark Isham,Best Original Score - Motion Picture,1994,1995,False
4766,The Lion King,"Can You Feel the Love Tonight?, Elton John, Tim Rice",Best Original Song - Motion Picture,1994,1995,True
4767,The Swan Princess,"Far Longer Than Forever, Lex De Azevedo, David Zippel",Best Original Song - Motion Picture,1994,1995,False
4768,With Honors,"I'll Remember, Madonna, Patrick Leonard, Richard Page",Best Original Song - Motion Picture,1994,1995,False
4769,Junior,"Look What Love Has Done, James Newton Howard, Carole Bayer Sager, James Ingram, Patty Smyth",Best Original Song - Motion Picture,1994,1995,False
4770,The Lion King,"Circle of Life, Elton John, Tim Rice",Best Original Song - Motion Picture,1994,1995,False
4771,Color of Night,"The Color of the Night, Lauren Christy, Jud J. Friedman, Dominic Frontiere",Best Original Song - Motion Picture,1994,1995,False
4772,,"X-Files, The",Best Television Series - Drama,1994,1995,True
4773,,Chicago Hope,Best Television Series - Drama,1994,1995,False
4774,,ER,Best Television Series - Drama,1994,1995,False
4775,,NYPD Blue,Best Television Series - Drama,1994,1995,False
4776,,Picket Fences,Best Television Series - Drama,1994,1995,False
4777,,Mad About You,Best Television Series - Musical or Comedy,1994,1995,True
4778,,Seinfeld,Best Television Series - Musical or Comedy,1994,1995,False
4779,,Frasier,Best Television Series - Musical or Comedy,1994,1995,False
4780,,Grace Under Fire,Best Television Series - Musical or Comedy,1994,1995,False
4781,,Home Improvement,Best Television Series - Musical or Comedy,1994,1995,False
4782,,The Burning Season,Best Television Limited Series or Motion Picture Made for Television,1994,1995,True
4783,,Fatherland,Best Television Limited Series or Motion Picture Made for Television,1994,1995,False
4784,,The Return of the Native,Best Television Limited Series or Motion Picture Made for Television,1994,1995,False
4785,,Roswell,Best Television Limited Series or Motion Picture Made for Television,1994,1995,False
4786,,White Mile,Best Television Limited Series or Motion Picture Made for Television,1994,1995,False
4787,Breathing Lessons,Joanne Woodward,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,1994,1995,True
4788,David's Mother,Kirstie Alley,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,1994,1995,False
4789,Lakota Woman: Siege at Wounded Knee,Irene Bedard,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,1994,1995,False
4790,Amelia Earhart: The Final Flight,Diane Keaton,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,1994,1995,False
4791,Out of Darkness,Diana Ross,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,1994,1995,False
4792,The Burning Season,Raul Julia,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,1994,1995,True
4793,White Mile,Alan Alda,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,1994,1995,False
4794,Breathing Lessons,James Garner,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,1994,1995,False
4795,Fatherland,Rutger Hauer,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,1994,1995,False
4796,Against The Wall,Samuel L. Jackson,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,1994,1995,False
4797,My So-Called Life,Claire Danes,Best Performance by an Actress In A Television Series - Drama,1994,1995,True
4798,Melrose Place,Heather Locklear,Best Performance by an Actress In A Television Series - Drama,1994,1995,False
4799,"Dr. Quinn, Medicine Woman",Jane Seymour,Best Performance by an Actress In A Television Series - Drama,1994,1995,False
4800,Picket Fences,Kathy Baker,Best Performance by an Actress In A Television Series - Drama,1994,1995,False
4801,"Murder, She Wrote",Angela Lansbury,Best Performance by an Actress In A Television Series - Drama,1994,1995,False
4802,NYPD Blue,Dennis Franz,Best Performance by an Actor In A Television Series - Drama,1994,1995,True
4803,Chicago Hope,Mandy Patinkin,Best Performance by an Actor In A Television Series - Drama,1994,1995,False
4804,"Beverly Hills, 90210",Jason Priestley,Best Performance by an Actor In A Television Series - Drama,1994,1995,False
4805,Picket Fences,Tom Skerritt,Best Performance by an Actor In A Television Series - Drama,1994,1995,False
4806,Law & Order,Sam Waterston,Best Performance by an Actor In A Television Series - Drama,1994,1995,False
4807,Mad About You,Helen Hunt,Best Performance by an Actress in a Television Series - Musical or Comedy,1994,1995,True
4808,Murphy Brown,Candice Bergen,Best Performance by an Actress in a Television Series - Musical or Comedy,1994,1995,False
4809,Grace Under Fire,Brett Butler,Best Performance by an Actress in a Television Series - Musical or Comedy,1994,1995,False
4810,Ellen,Ellen DeGeneres,Best Performance by an Actress in a Television Series - Musical or Comedy,1994,1995,False
4811,Home Improvement,Patricia Richardson,Best Performance by an Actress in a Television Series - Musical or Comedy,1994,1995,False
4812,Home Improvement,Tim Allen,Best Performance by an Actor in a Television Series - Musical or Comedy,1994,1995,True
4813,Seinfeld,Jerry Seinfeld,Best Performance by an Actor in a Television Series - Musical or Comedy,1994,1995,False
4814,"Larry Sanders Show, The",Garry Shandling,Best Performance by an Actor in a Television Series - Musical or Comedy,1994,1995,False
4815,Frasier,Kelsey Grammer,Best Performance by an Actor in a Television Series - Musical or Comedy,1994,1995,False
4816,Coach,Craig T. Nelson,Best Performance by an Actor in a Television Series - Musical or Comedy,1994,1995,False
4817,Mad About You,Paul Reiser,Best Performance by an Actor in a Television Series - Musical or Comedy,1994,1995,False
4818,Fatherland,Miranda Richardson,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1994,1995,True
4819,Melrose Place,Laura Leighton,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1994,1995,False
4820,Seinfeld,Julia Louis-Dreyfus,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1994,1995,False
4821,Roseanne,Laurie Metcalf,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1994,1995,False
4822,Picket Fences,Leigh Taylor-Young,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1994,1995,False
4823,"John Larroquette Show, The",Liz Torres,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",1994,1995,False
